"","QMIC2834","QMIC2576","QMIC2629","QMIC2630","QMIC2631","QMIC2632","QMIC2633","QMIC2679","QMIC2685","QMIC2686","QMIC2687","QMIC2688","QMIC2714","QMIC2715","QMIC2716","QMIC2717","QMIC2718","QMIC2773","QMIC2774","QMIC2776","QMIC2837","QMIC3248","QMIC3311","QMIC3312","QMIC3313","QMIC3314","QMIC3315","QMIC3316","QMIC3317","QMIC3318","QMIC3319","QMIC3320","QMIC3321","QMIC3322","QMIC3343","QMIC3345","QMIC3346","QMIC3347","QMIC3348","QMIC3349","QMIC3352","QMIC3397","QMIC3398","QMIC3399","QMIC3401","QMIC3402","QMIC3403","QMIC3404","QMIC3405","QMIC3406","QMIC3407","QMIC3408","QMIC3409","QMIC3410","QMIC3411","QMIC3412","QMIC3413","QMIC3426","QMIC3427","QMIC3429","QMIC3430","QMIC3431","QMIC3432","QMIC3433","QMIC3434","QMIC3435","QMIC3436","QMIC3437","QMIC3444","QMIC3445","QMIC3447","QMIC3448","QMIC2943","QMIC2944","QMIC2945","QMIC2946","QMIC2947","QMIC2979","QMIC2985","QMIC2986","QMIC2987","QMIC2988","QMIC3044","QMIC3045","QMIC3264","QMIC3265","QMIC3266","QMIC3301","QMIC3303","QMIC3305","QMIC3307","QMIC3309","QMIC3370","QMIC3371","QMIC3372","QMIC3373","QMIC3374","QMIC3614","QMIC3615","QMIC3616","QMIC3617","QMIC3618","QMIC3742","QMIC3743","QMIC3744","QMIC3745","QMIC3746"
"edc5f9bf812fb79c92a49685764b3af8",0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0
"82c3efd552a0a0535589e16db21e7d53",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4
"2fb558d5bb771295dbefb10a3321f95a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"985a79c95dccd255c1f6e49a808b9254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,61,62,70,38,28,46,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da389595fdf602faccbf3b18884b09c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84d66590834c98420081b34c3ba0bad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11
"476ef56d21b9037d08229edc59b5ee5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,114,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505cf689086b555a8d236217b1b52914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,15,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d04e9f4e98b247d2cff1f36a6e2fd28",0,98,0,0,78,115,0,0,0,0,160,0,0,0,115,127,0,0,0,184,245,0,0,0,576,287,255,0,0,0,153,243,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,108,187,0,0,0,151,192,237,0,0,0,188,272,337,0,166,0,178,0,0,0,0,0,0,192,216,178,125,114,161,220,253,328,220,226,442,359,176,0,0,0,315,239,0,0,0,219,248,0,0,0,142,59,0,0,0,146,169,123
"60fa93bc2b9dab995f942a5fd24faece",0,56,0,0,54,71,0,0,0,0,90,99,0,0,78,38,0,0,51,86,58,60,0,0,150,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,42,0,51,344,105,147,0,0,54,116,506,0,0,0,194,0,124,0,0,25,96,50,0,0,0,0,0,51,66,77,60,72,0,0,0,0,117,0,0,0,122,0,0,0,107,177,0,0,0,195,292,0,0,0,261,420,31,0,19,94,118,63
"a1da4b611bf20d0b23256e24076ba2d5",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,1,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c598b9c468bd6bbb6b4406721f718646",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"3c62c628d992307672ad72a9a7d429d5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4bfe75dc0ab667fe66139296494ca93e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,73,0,0,20,0,398,396,501,185,292,171,30,0,0,0,0,0,400,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5fc3ee0621178454a773a647d5c4c087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,22,0,0,0,0,19,0,0,0,0,39,0,0,0,0,31,0,0,0,0,14,0,0,0,0,18
"6bcad91eef6aae35ed003d8471fc6992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38811263650d9b79787283d3404361a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,74,84,24,156,74,0,0,0,0,0,0,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69288a4f875ee4512aac432188fad030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,22,15,0,0,0,0,24,0,0,0,0,24,0,0,0,0,10,0,0,0,0,21
"bb304de235336cbcc9097b29645d2d06",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710f1a44dc7e9a2377a83920d22c620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f4efa35881e18762b0aeede2a137802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,60,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24972a4bbe07d4ce10c8ac14e3fd280e",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,9,19,39,0,0,0,0,0,0,0,0,0,0,16,28,0,0,0,967,659,119,0,0,0,0,0,0,0,0,54,0,0,0,0,208,56,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,26,17,9,0,0
"2753d92b0ee0c5eeb2a530034f67123d",0,9,0,0,1,11,37,28,0,0,1,34,0,0,4,14,16,0,0,18,4,0,0,14,2,2,14,1,0,0,0,44,8,9,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,23,0,0,2,8,9,10,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a418a22850f9127f1fa8b11b537a5dbc",0,8,0,0,0,0,1,0,0,0,0,12,0,0,0,0,6,0,0,8,9,0,0,0,0,0,11,9,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,11,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,3,26,0,0,0,0,1,0,0,0,3,2
"55ec1abc3b5a60bc66081be7a4226917",0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0
"f7efdfc51c765770d0e070e801332714",0,20,0,0,0,22,0,0,0,0,0,0,0,0,0,8,22,0,0,16,22,0,0,0,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,20,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,19,13,12,0,0,0,0,0,0,0,8,11,0,0,6,20,13,0,0,0,33,23,0,0,25,19,34,0,0,0,13,9
"a2df253852ad5778ead1e2611c17e9f3",97,0,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,28,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,102,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,43,42,42,0,0,63,28,65,0,0,0,0,0,0,0,0,0,0,0,0
"8ae83b4cea88700f3c55ae66e800f9e4",0,14,0,0,0,10,9,6,0,0,0,4,0,0,5,6,25,0,0,16,32,0,0,0,0,0,10,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,4,0,4,35,26,80,0,0,3,27,0,0,2,23,64,0,0,0,13,40,0,0,6,12,62,0,0,2,6,30,0,0,3,17,18
"793c16f5d3fe56d9bf12805d7dd97b94",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a26c9ec0e65ceef5ec32df6ede7d988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0
"10d457e50e067ff8f8eae05ba91a865b",0,0,102,101,18,0,0,5,2073,2562,990,0,262,855,170,0,0,1206,838,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,209,120,0,0,108,0,18,0,5,177,181,115,0,0,16,0,0,0,9
"c4814d8552646cd2e67e056a90d09305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e115e5c618212230e659d6db0b075ef3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b47f7a3fc923b86d6eb290130e2cf8ad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"3a3d3a8d6e2aefd9783eb659a176ece4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
"43a6abd66104ee00b6a6a56bd6908add",0,0,0,0,0,17,19,16,0,0,0,9,0,0,13,12,46,0,0,34,42,0,0,0,0,0,55,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,29,24,38,0,0,0,20,0,0,0,24,32,0,0,0,0,30,0,0,0,15,76,0,0,10,0,25,0,0,10,8,31
"fcf5a19a20080401df345ba64cde1478",0,0,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,122,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,39,58,32,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,26,0,0,0
"bf8359cf5ac07224de791bd9650f18ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0
"c054d26457ea5865ba722e0143be03c1",12,0,30,10,0,0,0,0,0,8,14,0,0,0,14,0,0,0,0,0,0,18,0,9,11,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,12,10,0,0,0,20,20,12,27,0,47,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"b739edc2ac942ced4a58f80426acb177",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1cdfe9082b2c956385f382b741ad10ad",0,11,0,0,0,24,0,0,0,0,0,0,0,0,0,26,0,0,0,64,32,0,0,0,18,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,4,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,113,0,6,0,65,0,0,8,11,18,0,0,0,31,11,0,0,8,15,62,2,2,19,16,33,0,0,6,13,78
"5c2e4f06b15f3aa47658df0c13661c3a",0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,81,0,0,0,112,108,0,0,0,216,144,147,54,0,0,62,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,109,70,0,0,81,79,0,0,0,0,0,85,0,0,0,0,0,198,326,219,133,102,152,143,163,303,212,0,70,106,120,110,0,0,79,76,90,0,0,102,117,143,0,0,43,0,98,0,0,62,0,70
"5167f2966ea2456a92a4093fdc52c978",2938,488,696,793,399,360,0,9,663,2449,2093,92,236,1135,593,143,46,292,1053,165,153,319,28,953,1914,1461,657,0,0,145,256,604,45,0,0,0,0,0,0,0,0,58,433,673,251,117,22,1144,920,488,36,60,548,2865,2083,574,0,49,487,1253,1174,2180,0,436,208,502,265,27,85,37,19,14,1099,1319,1350,65,86,52,2832,1596,2846,978,1657,2753,2743,1329,62,1124,1709,2487,409,33,333,809,1345,393,47,2792,1444,1922,398,78,2314,2325,1367,141,70
"e62c4ea165b14fac006152bb9cddd97d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,31,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ff5ef69411ba6d58d29d8b97dee7453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,2,3,0,0,0,0,0,13,12,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,22,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98b33260977b1d0df4bbbcdf5c2d9ae3",0,27,0,0,16,15,0,0,0,0,52,0,0,11,55,18,0,0,17,24,0,13,0,0,64,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,13,0,0,19,54,62,0,0,0,85,71,94,0,0,0,54,0,0,0,0,0,0,0,43,58,26,10,0,0,0,33,34,0,0,0,26,0,0,0,48,26,0,0,0,57,26,0,15,10,48,43,0,12,0,31,20,0
"a3f70ae0c371abde20c2110f5d812281",0,326,0,0,20,334,102,79,0,0,69,230,0,0,157,453,441,0,21,1026,730,0,0,0,275,52,892,280,0,0,18,17,134,225,0,0,0,0,0,0,0,0,0,0,249,358,0,0,0,0,231,0,0,39,173,691,884,0,0,114,25,10,0,0,0,0,378,217,0,0,0,0,71,85,127,588,625,801,0,13,55,330,0,0,49,496,782,0,0,198,891,978,0,0,285,922,1159,20,0,392,641,1197,0,22,225,851,1100
"6786a03095c1bc2d059255123122b65d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0fee7b342a3aeaa9330099c5b01f6c99",0,24,0,0,0,15,8,7,0,0,0,0,0,6,0,13,37,0,0,36,32,0,0,0,0,0,11,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,27,17,116,0,0,0,57,0,0,6,6,27,0,0,0,8,30,0,0,0,13,86,0,0,0,9,87,0,0,0,7,164
"15803ef7257926fe3b639e9e8a311bba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e4b943b2b9f1887ec4cd6ee98b9b5348",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6bc910f21874422000e9796f6b86c048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"9941e11a768e8615ca6d7c91c71c8f5c",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"824ebc32f5a8bdd0d9743d0e0195f7dd",0,0,0,0,0,6,34,0,0,0,0,0,0,0,0,0,58,0,0,10,8,0,0,0,0,0,10,37,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,9,0,37,0,0,0,9,0,0,0,0,50,0,0,0,0,56,0,0,0,14,84,0,0,0,0,68,0,0,0,0,47
"11b26888541aad459aac64d887307886",0,14,0,0,0,0,0,0,0,0,17,0,0,0,0,0,56,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,4,24,0,14,0,0,0,8,29,0,0,35,41,12,0,0,73,15,0,0,0,47,0,0,0,0,0,45,0,0,7,18,25,15
