"","QMIC2834","QMIC2576","QMIC2629","QMIC2630","QMIC2631","QMIC2632","QMIC2633","QMIC2679","QMIC2685","QMIC2686","QMIC2687","QMIC2688","QMIC2714","QMIC2715","QMIC2716","QMIC2717","QMIC2718","QMIC2773","QMIC2774","QMIC2776","QMIC2837","QMIC3248","QMIC3311","QMIC3312","QMIC3313","QMIC3314","QMIC3315","QMIC3316","QMIC3317","QMIC3318","QMIC3319","QMIC3320","QMIC3321","QMIC3322","QMIC3343","QMIC3345","QMIC3346","QMIC3347","QMIC3348","QMIC3349","QMIC3352","QMIC3397","QMIC3398","QMIC3399","QMIC3401","QMIC3402","QMIC3403","QMIC3404","QMIC3405","QMIC3406","QMIC3407","QMIC3408","QMIC3409","QMIC3410","QMIC3411","QMIC3412","QMIC3413","QMIC3426","QMIC3427","QMIC3429","QMIC3430","QMIC3431","QMIC3432","QMIC3433","QMIC3434","QMIC3435","QMIC3436","QMIC3437","QMIC3444","QMIC3445","QMIC3447","QMIC3448","QMIC2943","QMIC2944","QMIC2945","QMIC2946","QMIC2947","QMIC2979","QMIC2985","QMIC2986","QMIC2987","QMIC2988","QMIC3044","QMIC3045","QMIC3264","QMIC3265","QMIC3266","QMIC3301","QMIC3303","QMIC3305","QMIC3307","QMIC3309","QMIC3370","QMIC3371","QMIC3372","QMIC3373","QMIC3374","QMIC3614","QMIC3615","QMIC3616","QMIC3617","QMIC3618","QMIC3742","QMIC3743","QMIC3744","QMIC3745","QMIC3746"
"48cca88b5fd696759af6f9a7727830df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9900add541a151a5a8e0f8371a3d868c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
"9923513e0956640482ac89c3ec404c2c",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,16,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,34,0,0,0,13,0,0,0,0,11,0,0,0,0,17,0,0,11,24,14,0,0,10,37,16,0,0,0,0,11
"7055dbb24d296711a98e05bb6421f5eb",0,11,0,0,0,19,0,0,0,0,0,20,0,0,0,13,15,0,0,11,12,0,0,0,8,17,11,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,22,0,0,0,0,12,0,0,0,19,13,24,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,10,7,13,22,11,19,0,0,19,13,0,0,0,7,16,0,0,31,21,14,0,0,21,42,27,0,0,3,19,9,0,0,0,28,14
"6766cb4035281129c8efd9c3a123f367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,11,10,5,0,0
"cb907f456e4cbcf1547ce84fa9801a59",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,25,0,0,5,11,0,0,0,0,0,15,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,11,11,0,18,0,0,0,12,0,0,0,0,38,0,0,0,7,40,0,0,0,11,32,0,0,0,17,52,0,0,0,0,27
"e83be0bfab54c28d7d37c5ecd3ef5afe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"390ee206c4493f881f562359614bfacd",62,0,0,0,0,0,0,0,0,28,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,92,90,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b8e001e833ff46a37aaeb86c19d04984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf79c35c17655dabc9485374d7755966",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,20,22,0,0,0,17,0,0,0,8,3,0,0,17,20,17,0,0,24,9,4,0,0,0,0,4,0,0,0,9,33
"99ed9e0a4ca1baea50f4bc9aacfdd4a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"92d0cbb79cd4f80503c815a05ed0d449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,55,0,0,0,8,0,0,0,0,31,0,0,0,22,35,0,0,0,8,36,0,0,0,16,24,0,0,0,18,26
"6b56095fb75059703240760a315aa969",0,0,5,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,0,0,0,22,0,18,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,39,16,0,0,0,0,28,0,0,0,0,29,26,0,5,0,39,17,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,3,10,85,117,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0
"c3c645cb4a7e1f80fdc5a860eb9dddb0",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c2f5505277bedf81df35438182187273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"3c49cd245358eb7d25051a0f752547d7",104,205,0,0,0,211,107,85,0,0,83,104,0,0,140,208,462,0,0,323,350,0,0,0,225,78,352,113,0,0,58,73,94,114,0,0,0,0,0,0,0,0,69,0,130,94,0,91,186,146,562,0,0,0,113,242,412,0,0,164,214,176,0,0,0,137,123,118,0,0,0,0,145,129,212,391,394,591,54,87,111,364,0,57,104,256,459,0,0,139,299,414,90,76,161,323,702,64,0,131,0,510,53,61,121,233,412
"1b130fda30e5d19cfad79fdd68ba79de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,0,0,0,0,0,20
"0eab7a7461b465b313434f8421907bf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
"4b258e88205ba522d89f2e703cc1b8b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,84,92,85,43,77,35,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16ea02ba9888c039a85193b50c70eedb",0,1,31,37,34,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,7,4,2,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,3,39,1,0,0,0,1,7,1,0,0,2,2,8,4,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a746c819f10cc048ae46c325a6b88902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,0,0,0,0,27
"acc5d77f7b904ea6b616835c03100896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42502f924cf163ff0c46ce4fee4693b6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,19,0,0,0,0,16,0,0,0,0,11,0,0,0,0,19,0,0,0,0,6,0,0,0,0,13
"61840278392933848981c94a2892ed30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,19,0,0,0,20,0,0,0,0,0,0,0,13,15,16,0,0,0,14,0,21,0,0,0,16,0,0,0,18,22,16,0,0,12,16,24,0,0,0,0,0,0,0,0,0,16
"a8ace9210cefa6fe50cbe2b994376b87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f699b96d034b2934d3037fa4462a6f4b",371,1086,242,304,282,1303,255,278,89,285,872,753,34,189,852,1279,1049,125,327,2053,1807,247,0,333,2753,1166,2368,249,0,171,949,1084,379,320,0,34,0,0,0,0,0,117,401,365,1031,709,0,731,1307,1406,1236,27,43,728,1146,2074,878,41,357,1121,2034,1723,0,446,399,1102,791,305,54,0,0,0,1246,1521,1532,1718,1727,2525,637,1063,1443,2395,467,829,1141,1540,1476,171,276,1917,2580,1268,414,550,2029,2543,1747,506,327,1219,557,1374,379,411,974,1500,1448
"5bf613189c531f35f6b8cf63d5c41ef5",0,0,19,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,171,137,0,0,0,0,0,0,0,0,0,14,0,0,0,0,29,0,0,0,0,0,0,0,0,21,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0a8de09c1ec474c65122a5e9098d8f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416e123ba6bddbc7fc89544c52ce6b18",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b55079e8108f288893223311350b152b",0,37,0,0,0,19,13,11,0,0,0,17,0,0,0,11,51,0,0,31,31,0,0,0,3,0,35,39,0,0,0,4,6,16,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,7,0,0,0,0,12,138,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,7,6,13,41,66,117,0,0,0,42,0,0,5,58,143,0,0,5,16,120,0,0,7,25,125,0,0,11,10,81,0,0,7,14,46
"cb18de5998d75f45d13baa7ccfbaf8f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"30d84a261f87dcfed4b96b9409b1f4d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,19,0,10,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4053a87f3eea0f513c37bcf43490bc8b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,19,0,0,0,0,17,0,0,0,20,0,0,0,0,0,37,0,0,0,0,17,0,0,0,0,0
"8ac8fd6322e9391b8e3760c5e92e69b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"b9e4a4c18367605d3e6dfc7edfea3679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7b4b19f80e8326bc41e5f8c53ee8411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"9f1f5fc31c2512c4478d11ab986f07b3",149,0,169,137,93,0,0,0,44,205,184,0,65,176,57,0,0,0,80,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,81,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,51,0,0,28,0,0,0,0,97,90,39,0,0
"65943fdca76292d32ac6e878a188069d",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,79,135,139,75,39,30,14,0,0,0,0,0,474,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a40458964d5117cf5aa814cf455ebc73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0
"374d083cbc1d40d3a04a6595aa2a79c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"49e253188745983feebd85cdb6844211",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,55,0,0,0,24,0,0,0,0,0,23,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,36,0,0,0,0,46,0,0,0,0,50,0,0,0,0,30
"c4de1ed212958fba3390168c18d67e87",0,13,0,0,0,10,0,0,0,0,28,0,0,0,18,29,0,0,0,42,0,0,0,0,14,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,7,0,0,15,32,119,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,49,0,0,0,39,68,0,0,0,38,61,9,0,0,0,11,10
"45c2f9b902e4493413f14c5403d35e04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de475bf85264742139948f27d401459d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
"deabcfb0ccf6e5b8758c6a19812c837e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,84,34,43,18,79,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38692e57f0b4c83185a1474acd4fe0f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,25,22,36,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,59,17,0,0,0,0,13,0,0,0,0,27,45,59,0,11,28,30,0,0,0,0,0,0,27,25,44,0,0,7,0,8,9,21,0,0,0,8,0,0,0,9,0,0,0,0,3,4,0,3,2,12,16,0,0,0,8,0,0
"f1c85e921cd43fbf23a8b22d4c2b53b9",0,63,0,0,0,86,56,52,0,0,0,55,0,0,45,111,191,0,37,187,156,0,0,0,49,0,239,59,0,0,0,0,89,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,124,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,44,170,114,193,0,0,0,83,0,0,0,77,149,0,0,69,94,117,0,0,29,85,232,0,0,57,0,158,0,0,0,61,138
"a601c5bd606c1c5b75b24fb7b90e4877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"93652896269082b06c06fd4dffde6dd7",0,75,0,0,0,114,0,40,0,0,0,67,0,0,0,131,137,0,0,168,192,0,0,0,92,0,349,0,0,0,0,0,95,80,0,0,0,0,0,0,0,0,0,0,57,30,0,0,0,0,368,0,0,0,45,216,237,0,0,0,0,0,0,0,0,0,55,68,0,0,0,0,35,41,53,197,162,231,0,0,0,141,0,0,0,112,190,0,0,73,123,180,0,0,81,155,234,0,0,73,48,195,0,0,0,143,143
"919cd6c64017ebff029dbf60dae198a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,0,0,9
"f80e4bdd59a29e8e2b4f62902095eb69",243,121,324,374,207,99,0,8,38,213,582,60,31,210,242,106,23,68,235,103,69,36,0,240,418,324,173,0,0,26,57,111,8,0,0,0,0,0,0,0,0,14,63,96,82,57,0,345,269,113,11,0,20,307,362,209,0,5,65,169,130,306,0,68,37,135,50,0,0,0,4,0,308,338,404,53,60,29,325,362,634,394,47,162,225,180,34,20,39,237,179,10,19,54,327,168,13,821,202,606,174,23,487,477,426,90,29
"ad5cfb8a88b3a0994d8c06095223f71c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,38,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5c06c60335ea848cbe251c5bf96bcbb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,40,24,0,57,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b22ef1b280138d6366a659d3f558662a",0,0,0,0,0,0,80,17,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,52,0,0,0,0,220,0,0,0,14,408,0,0,0,5,214,0,0,0,7,110
"80b10bc9f203603844a7a822358be523",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
